,Text,label,predicted
1225,"New machine, ease of use and option to pick bill denomination",normal,normal
1226,"Safe, fast, and efficient!!",normal,normal
1227,Fast,normal,normal
1228,Because I didn’t have any problems getting or receive any money,normal,normal
1229,Quick easy transaction. No hassle. I did my transaction and was on my way.,normal,normal
1230,Cash deposit,normal,normal
1231,Did what was needed.,normal,normal
1232,"Fast, easy, efficient.",normal,normal
1233,"My daughter has a Bank of America account also, and I would like to be able to transfer funds to her account that are over the limit that you now have in place.",normal,normal
1234,It’s convenient,normal,normal
1235,The new ATM machines offer a variety of denominations to choose from when dispensing cash. There are times I want large bills and other times I prefer bills smaller than the standard $20.,normal,normal
1236,Nothing,normal,normal
1237,good customer service,normal,normal
1238,"The drive thru service machine is fast. I feel comfortable using this outside.  It clearly defines the tasks I am required to do. Thank you will miss Bridge St., East Windsor, CT Bank of America.",normal,normal
1239,Ease of accessibility and use.,normal,normal
1240,The nachine is good but sone time not has light in the area by atm. But it is very import for my because is very closes to my house.,safety/cleanliness,normal
1241,It was a quick transaction,normal,normal
1242,Easy and friendly,normal,normal
1243,It was fast and easy,normal,normal
1244,Quick. Easy. In and out service. No wait.,normal,normal
1245,Exceptional customer service!,normal,normal
1246,ATM machine - Easy accessSafe location,normal,normal
1247,Comodidad,normal,normal
1248,Ease.,normal,normal
1249,"Clear directions, easy access",normal,normal
1250,"efficient, fast and accessible anytime",normal,normal
1251,I like that you can get $100.00 bills from that atm.it would be nice if all of them would give you that option,normal,normal
1252,Withdrawal was quick and easy.,normal,normal
1253,Better customer service,improve customer service,improve customer service
1254,Needed to withdraw some cash,normal,normal
1255,Was able to do everything I needed to do without a problem.,normal,normal
1256,Atm on building side is to low for bigger cars/suv,drive-up height/layout,drive-up height/layout
1257,Fast and convenient,normal,normal
1258,No line,normal,normal
1259,"They are DIRTY and they SMELL . At one time you could go to this atm and it was always CLEAN ,the glass dirt the complete area .I Wonder how the banks are ?What happened?  The bank is probably cutting like corners and and leaving the the ATMS Last choice just like BANK OF AMERICA  TO SCREW THE CUSTOMERS",safety/cleanliness,safety/cleanliness
1260,"The monitor has no screen blockage. People around the ATM can see what pw I punched in and easily to see how much money I withdrawling since the screen is bigger than normal. I just don't feel secure or safe enough to use that machine. Need more privacy. Also, why I need to re-punch in and re-insert my card when I have answered for 2nd transaction.",safety/cleanliness,normal
1261,I got what I was looking for,normal,normal
1262,"very efficient, safe, and well-lighted !",normal,normal
1263,"I always had problems with the ATMs at this location not working, but it is the closest branch to my home. Now they all work great and I love how they even let me choose how I get my money",normal,normal
1264,need more,add location,add location
1265,Lower ATM .,drive-up height/layout,drive-up height/layout
1266,Withdrawal & Deposit,normal,normal
1267,"It was quick, correct and easy to use.",normal,normal
1268,More large bulls,multi-denomination,safety/cleanliness
1269,I've had issues as well as seen others trying to get into BOA branches using my card to get to ATM machine.  There seems to be issues with the machines and the cards.  I've tried other cards from other banks as well and sometimes I gewt in and sometimes I don't.  End up waiting for someone to come who can get in or go through drive thru instead.,door/parabit reader,door/parabit reader
1270,Convenience,normal,normal
1271,The first ATM didn't work. But used the one inside the bank lobby instead.,normal,normal
1272,Satisfied,normal,normal
1273,Easy to do!  Smooth transaction!,normal,normal
1274,Never have a problem but nothing is perfect,normal,normal
1275,Have more BOA ATM available so that when I need to get cash I don’t have to pay a atm fee,add location,add location
1276,"Would have been a 10, but I did have to wait 1-2 minutes.",normal,normal
1277,"Easy to use, efficient, big buttons to use as touchscreen.",normal,normal
1278,There was another car parked on the other side of the ATM. It didn't seem entirely safe; that is not a parking spot. The car was pointed the wrong way through the drive-through area.,normal,safety/cleanliness
1279,Very fast service,normal,normal
1280,Very easy,normal,normal
1281,Ease of use and security measures in place.,normal,normal
1282,The machine is a bit slow.  It is noticeably slower than other ATM's I've used.,make process faster,make process faster
1283,Convenient,normal,normal
1284,It is very easy to get to,normal,normal
1285,"Very easy to understand  The ATM. ! and all you have to do is click the one you want,in less than a minute everything is done.",normal,normal
1286,I did a withdrawal with no problems,normal,normal
1287,"Ease of access. A new, low-profile ATM was recently added which better accommodates access from a car versus an SUV.",normal,normal
1288,"I wish there was a Bank of America presence in the Lewiston/Auburn, ME area.",normal,add location
1289,"Convenient, but it’s a bit awkward and slightly difficult to use because of its positioning.",normal,normal
1290,More locations,add location,add location
1291,BoA very efficient,normal,normal
1292,Quick,normal,normal
1293,ATM area is always nice clean,normal,normal
1294,No problems,normal,normal
1295,"I had no problem at all with the ATM Machine, it told me what to do and I did it according to the way it led me. It was quick and correct in making each requested action and the area was very peaceful so I felt very comfortable using this ATM outdoors.",normal,normal
1296,Because it's easy to access my money and I love banking with BoA. But this new checking fee I don't think it's gonna work out. I chose this bank for free checking and being on a fixed income I can not afford $12 being taken from me. If this is still going into affect I will have to close my account and go to another bank that offer free checking.,normal,normal
1297,Fast and safe,normal,normal
1298,everything was fine,normal,normal
1299,I have never had a problem using the ATM... I prefer using the ATM than going into the bank.  My only issue is when it does not accept cash..,normal,normal
